scheme_code,scheme_name,isin_growth,isin_reinvestment,fund_house,category,sub_category,risk_grade
130722,Invesco India Credit Risk Fund - Direct Plan - Growth,INF205K01I83,-,Invesco Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
130724,Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),INF205K01I91,INF205K01J17,Invesco Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
130726,Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment),INF205K01I59,INF205K01I75,Invesco Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
130721,Invesco India Credit Risk Fund - Regular Plan - Growth,INF205K01I34,-,Invesco Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
130723,Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),INF205K01I42,INF205K01I67,Invesco Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
119740,Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,INF174K01MG5,-,Kotak Mahindra Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
117716,Kotak Credit Risk Fund - Growth,INF174K01DY7,-,Kotak Mahindra Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
119741,Kotak Credit Risk Fund - Growth - Direct,INF174K01LZ7,-,Kotak Mahindra Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
117715,Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option,INF174K01EG2,INF174K01EF4,Kotak Mahindra Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
112938,Nippon India Credit Risk Fund  - Growth Plan,INF204K01FQ3,-,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
112939,Nippon India Credit Risk Fund  - Institutional Growth Plan,INF204K01FT7,-,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148262,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,INF204KB17P0,INF204KB18P8,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148264,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,INF204KB15P4,INF204KB16P2,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148263,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,INF204KB13Q7,INF204KB14Q5,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148260,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,INF204KB11Q1,INF204KB12Q9,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
118780,Nippon India Credit Risk Fund - Direct Plan - Growth Plan,INF204K01A74,-,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
132873,NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option,INF204KA1WV6,-,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
118781,NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option,INF204K01A82,INF204K01A90,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
132871,NIPPON INDIA CREDIT RISK FUND - IDCW Option,INF204KA1WT0,INF204KA1WS2,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
112941,NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option,INF204K01FR1,INF204K01FS9,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148101,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,INF204KB12L0,-,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148096,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,INF204KB15L3,INF204KB16L1,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148098,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,INF204KB13L8,INF204KB14L6,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148094,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan,INF204KB17L9,-,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148097,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,INF204KB11M0,INF204KB12M8,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148100,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan,INF204KB18L7,-,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148095,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,INF204KB19L5,INF204KB10M2,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148261,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,INF204KB14P7,-,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148258,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan,INF204KB19P6,-,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148259,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan,INF204KB10Q3,-,Nippon India Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
119792,SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),-,INF200K01SS0,SBI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
119793,SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01ST8,INF200K01SU6,SBI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
119798,SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,INF200K01SV4,-,SBI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
118211,SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),-,INF200K01QK1,SBI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
102505,SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,INF200K01685,-,SBI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
102506,SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01693,INF200K01701,SBI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148239,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option,INF789F1ARG8,INF789F1ARH6,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148241,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option,INF789F1ARK0,INF789F1ARL8,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148242,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option,INF789F1ARF0,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148238,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option,INF789F1ARI4,INF789F1ARJ2,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148240,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option,INF789F1ARM6,INF789F1ARN4,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148245,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option,INF789F1ARD5,INF789F1ARE3,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148234,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option,INF789F1ARR5,INF789F1ARS3,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148236,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option,INF789F1ARV7,INF789F1ARW5,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148237,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option,INF789F1ARQ7,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148235,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option,INF789F1ART1,INF789F1ARU9,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148244,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option,INF789F1ARX3,INF789F1ARY1,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148243,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option,INF789F1ARO2,INF789F1ARP9,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148432,UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option,-,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148427,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option,-,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148429,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option,-,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148430,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option,-,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148431,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option,-,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148428,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option,-,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148420,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option,-,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148426,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option,-,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148425,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option,-,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148424,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option,-,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148423,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option,-,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148422,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option,-,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
147659,UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option,INF789F1AML9,INF789F1AMM7,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
147656,UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option,INF789F1AMP0,INF789F1AMQ8,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
147651,UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option,INF789F1AMK1,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
147660,UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option,INF789F1AMN5,INF789F1AMO3,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
147653,UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option,INF789F1AMR6,INF789F1AMS4,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
147655,UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option,INF789F1AMI5,INF789F1AMJ3,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
147657,UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option,INF789F1AMW6,INF789F1AMX4,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
147654,UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option,INF789F1ANA0,INF789F1ANB8,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
147650,UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option,INF789F1AMV8,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
147658,UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option,INF789F1AMY2,INF789F1AMZ9,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
147652,UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option,INF789F1ANC6,INF789F1AND4,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
147649,UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option,INF789F1AMT2,INF789F1AMU0,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148147,UTI - Credit Risk Fund (Segregated - 17022020) - Direct Plan - Growth Option,INF789F1ANG7,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148146,UTI - Credit Risk Fund (Segregated - 17022020) - Regular Plan - Growth Option,INF789F1ANR4,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148156,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW,INF789F1ANH5,INF789F1ANI3,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148151,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW,INF789F1ANL7,INF789F1ANM5,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148145,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW,INF789F1ANJ1,INF789F1ANK9,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148154,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Monthly IDCW,INF789F1ANN3,INF789F1ANO1,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148150,UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW,INF789F1ANE2,INF789F1ANF9,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148155,UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW,INF789F1ANS2,INF789F1ANT0,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148149,UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW,INF789F1ANW4,INF789F1ANX2,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148152,UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW,INF789F1ANU8,INF789F1ANV6,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148153,UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Monthly IDCW,INF789F1ANY0,INF789F1ANZ7,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
148148,UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW,INF789F1ANP8,INF789F1ANQ6,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
117981,UTI Credit Risk Fund  - Regular Plan - Growth Option,INF789F01QZ1,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
135290,UTI Credit Risk Fund - Direct Plan - Annual IDCW,INF789FB1U28,INF789FB1U36,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
136302,UTI Credit Risk Fund - Direct Plan - Flexi IDCW,INF789FB1U44,INF789FB1U51,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
120764,UTI Credit Risk Fund - Direct Plan - Growth Option,INF789F01YB6,-,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
135418,UTI Credit Risk Fund - Direct Plan - Half-Yearly IDCW,INF789FA1W02,INF789FA1W10,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
131419,UTI Credit Risk Fund - Direct Plan - Monthly IDCW,INF789FB1U02,INF789FB1U10,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
120765,UTI Credit Risk Fund - Direct Plan - Quarterly IDCW,INF789F01YC4,INF789F01YD2,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
133344,UTI Credit Risk Fund - Regular Plan - Annual IDCW,INF789FA1V60,INF789FA1V78,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
135051,UTI Credit Risk Fund - Regular Plan - Flexi IDCW,INF789FA1V86,INF789FA1V94,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
135419,UTI Credit Risk Fund - Regular Plan - Half-Yearly IDCW,INF789FA1V45,INF789FA1V52,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
131418,UTI Credit Risk Fund - Regular Plan - Monthly IDCW,INF789FB1T88,INF789FB1T96,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
117982,UTI Credit Risk Fund - Regular Plan - Quarterly IDCW,INF789F01RA2,INF789F01RB0,UTI Mutual Fund,Debt Scheme,Credit Risk Fund,Low to Moderate
122612,360 ONE Dynamic Bond Fund - Regular Plan - Growth Option,INF579M01183,-,360 ONE Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
122715,360 ONE Dynamic Bond Fund Direct Plan Growth,INF579M01266,-,360 ONE Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
122721,360 ONE Dynamic Bond Fund Direct Plan Monthly Dividend,INF579M01282,INF579M01316,360 ONE Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
122717,360 ONE Dynamic Bond Fund Direct Plan Quarterly Dividend,INF579M01290,INF579M01324,360 ONE Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
122711,360 ONE Dynamic Bond Fund Regular Plan Bonus,INF579M01191,-,360 ONE Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
122720,360 ONE Dynamic Bond Fund Regular Plan Half Yearly Dividend,INF579M01225,INF579M01258,360 ONE Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
122719,360 ONE Dynamic Bond Fund Regular Plan Monthly Dividend,INF579M01209,INF579M01233,360 ONE Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
122712,360 ONE Dynamic Bond Fund Regular Plan Quarterly Dividend,INF579M01217,INF579M01241,360 ONE Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
119505,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,INF209K01N82,-,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
102767,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan,INF209K01793,-,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
132918,Aditya Birla Sun Life Dynamic Bond Fund -Direct - IDCW,INF209KA1TX3,-,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
119503,Aditya Birla Sun Life Dynamic Bond Fund -DIRECT - MONTHLY IDCW,INF209K01R62,-,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
119502,Aditya Birla Sun Life Dynamic Bond Fund -Direct - Quarterly IDCW,INF209K01R88,-,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
132917,Aditya Birla Sun Life Dynamic Bond Fund -Regular - IDCW,INF209KA1TV7,-,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
111521,Aditya Birla Sun Life Dynamic Bond Fund -REGULAR - MONTHLY IDCW,INF209K01801,INF209K01DG8,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
102766,Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW,INF209K01819,INF209K01DH6,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
111848,Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth,INF209K01JW2,-,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
120451,Axis Dynamic Bond Fund - Direct Plan - Growth Option,INF846K01DI3,-,Axis Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
120450,Axis Dynamic Bond Fund - Direct Plan - Half Yearly IDCW,INF846K01DJ1,INF846K01DK9,Axis Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
120452,Axis Dynamic Bond Fund - Direct Plan - Quarterly IDCW,INF846K01DL7,INF846K01DM5,Axis Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
115068,Axis Dynamic Bond Fund - Regular Plan - Growth Option,INF846K01917,-,Axis Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
115131,Axis Dynamic Bond Fund - Regular Plan - Half Yearly IDCW,INF846K01941,INF846K01958,Axis Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
115069,Axis Dynamic Bond Fund - Regular Plan - Quarterly IDCW,INF846K01925,INF846K01933,Axis Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
108561,BANDHAN Dynamic Bond Fund - Regular Plan B - Quarterly IDCW,INF194K01QI0,INF194K01QH2,Bandhan Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
108675,BANDHAN Dynamic Bond Fund - Regular Plan B - Annual IDCW,INF194K01QL4,INF194K01QK6,Bandhan Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
111524,BANDHAN Dynamic Bond Fund - Regular Plan B - Growth,INF194K01QG4,-,Bandhan Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
122868,BANDHAN Dynamic Bond Fund - Regular Plan B - Half Yearly IDCW,INF194K018R9,INF194K019R7,Bandhan Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
111523,BANDHAN Dynamic Bond Fund - Regular Plan B - IDCW,INF194K01QO8,INF194K01QN0,Bandhan Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
131397,BANDHAN Dynamic Bond Fund - Regular Plan B - Periodic IDCW,INF194KA1TM3,INF194KA1TN1,Bandhan Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
118415,BANDHAN Dynamic Bond Fund-Direct Plan-Annual IDCW,INF194K01O13,INF194K01O05,Bandhan Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
118416,BANDHAN Dynamic Bond Fund-Direct Plan-Growth,INF194K01N63,-,Bandhan Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
122618,BANDHAN Dynamic Bond Fund-Direct Plan-Half Yearly IDCW,INF194K011P8,INF194K012P6,Bandhan Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
118417,BANDHAN Dynamic Bond Fund-Direct Plan-IDCW,INF194K01O47,INF194K01O39,Bandhan Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
131396,BANDHAN Dynamic Bond Fund-Direct Plan-Periodic IDCW,INF194KA1TP6,INF194KA1TQ4,Bandhan Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
118418,BANDHAN Dynamic Bond Fund-Direct Plan-Quarterly IDCW,INF194K01N89,INF194K01N71,Bandhan Mutual Fund,Debt Scheme,Dynamic Bond,Low to Moderate
